id,size,xpos,ypos,zpos,xsize,ysize,zsize,weightedx,weightedy,weightedz,minaxis,medaxis,majaxis,eccentricity,elongation,orientation,integratedintensty,sigma,seedIntensity,seedScale,minIntensityForeground,maxIntensityForeground,minIntensityBackground,maxIntensityBackground,volumeForeground,volumeBackground,foregroundIntensity,backgroundIntensity,fg/bg ratio,integratedGradientMag
11799,11986,1428,236,922,29,29,34,0,0,0,21.311,26.9642,29.9744,0.612666,1.26528,2.05257,1826.98,0,0.230358,9,0.104879,0.366021,0.0557056,0.610755,11986,426990,0.152426,0.0989382,1.54062,152.694
11863,14417,1520,504,924,31,30,34,0,0,0,25.2061,26.4929,31.479,0.307863,1.05105,1.77704,2713.73,0,0.373248,9,0.124502,0.379369,0.0590489,0.394054,14417,424559,0.188231,0.110184,1.70833,197.903
11927,18358,1471,1071,930,34,32,33,0,0,0,27.9894,29.8829,30.4368,0.350302,1.06765,0.496346,2597.32,0,0.211378,9,0.102024,0.252758,0.0619294,0.353856,18358,420618,0.141482,0.114181,1.23911,138.506
11991,14983,1337,312,934,34,32,32,0,0,0,24.5393,28.1338,30.8805,0.489087,1.14648,2.29185,2087.38,0,0.348893,9,0.0982692,0.386801,0.0554227,0.584446,14983,423993,0.139317,0.107296,1.29843,165.204
12055,18026,1528,326,939,33,34,34,0,0,0,27.5895,29.4839,30.7494,0.352674,1.06867,0.84379,2552.58,0,0.249492,9,0.098835,0.339146,0.0545225,0.418306,18026,420950,0.141605,0.10058,1.40789,175.971
12119,12828,1234,415,943,31,31,35,0,0,0,22.2949,25.3641,32.4376,0.476838,1.13767,0.080388,2232.5,0,0.401178,9,0.1146,0.558162,0.0552169,0.595376,12828,426148,0.174033,0.120481,1.44449,220.031
12183,21332,1186,696,947,35,35,35,0,0,0,30.3817,30.7538,31.2877,0.155093,1.01225,0.973622,2485.67,0,0.188257,9,0.0641154,0.307307,0,0.499216,21332,417644,0.116523,0.0811411,1.43606,183.172
12247,21075,1183,865,951,35,35,35,0,0,0,30.1787,30.7599,31.2128,0.193467,1.01926,-0.451992,2388.46,0,0.189749,9,0.0686675,0.260294,0,0.346938,21075,417901,0.113332,0.0656122,1.7273,154.818
12311,20707,1849,1049,956,34,34,35,0,0,0,29.4606,30.7858,31.4191,0.290241,1.04498,-3.02502,3070.69,0,0.265566,9,0.0744284,0.337165,0,0.288121,20707,418269,0.148293,0.067983,2.18132,246.322
12375,6851,1800,6,962,29,18,33,0,0,0,17.4135,19.4841,32.0126,0.448602,1.1189,0.0417393,1444.02,0,0.478307,9,0.131086,0.571355,0.0496875,0.44531,6851,212637,0.210775,0.0811529,2.59726,148.688
12439,21085,1203,690,965,35,35,35,0,0,0,30.2022,30.7794,31.1257,0.192759,1.01911,1.25443,2408.62,0,0.163208,9,0.0628552,0.296505,0,0.43582,21085,417891,0.114234,0.0722271,1.58159,164.066
12503,6081,1767,56,970,24,20,31,0,0,0,15.102,18.274,30.7397,0.563059,1.21004,1.8234,1106.07,0,0.284675,9,0.115989,0.379523,0.0482473,0.474089,6081,432895,0.181889,0.0751333,2.42089,128.358
12567,12531,1539,267,976,32,28,35,0,0,0,20.506,25.513,34.3028,0.594973,1.24417,-0.673833,2190.6,0,0.301083,9,0.115526,0.389836,0.0553198,0.481882,12531,426445,0.174814,0.100306,1.74281,188.993
12631,15514,1370,399,978,33,31,33,0,0,0,24.0478,29.5242,31.2292,0.580147,1.22773,1.25569,2613.21,0,0.216136,9,0.113134,0.490497,0.0551912,0.539285,15514,423462,0.168442,0.113584,1.48297,208.717
12695,16176,1653,551,983,32,33,33,0,0,0,27.0226,28.6536,30.2861,0.332568,1.06036,-1.54211,2419.28,0,0.244168,9,0.0999923,0.300826,0.0491474,0.316668,16176,422800,0.14956,0.0875058,1.70914,170.449
12759,15169,1716,355,987,34,31,33,0,0,0,26.1237,26.7709,30.4203,0.218569,1.02478,-1.00472,1972.05,0,0.283054,9,0.0901165,0.334645,0.0499704,0.367333,15169,423807,0.130005,0.0855549,1.51955,144.881
12823,16786,1433,376,992,31,34,34,0,0,0,25.7285,29.4284,31.1086,0.485431,1.1438,1.66279,2224.49,0,0.207237,9,0.0939485,0.274104,0.0540596,0.494149,16786,422190,0.132521,0.109144,1.21419,131.673
12887,14836,1686,212,996,31,29,34,0,0,0,25.1286,26.0176,31.6778,0.259185,1.03538,-1.95859,1896.36,0,0.320397,9,0.0875704,0.331687,0.0468842,0.41324,14836,424140,0.127821,0.0737167,1.73395,150.132
12951,17652,1704,484,1001,33,34,33,0,0,0,26.1118,30.2179,31.1922,0.503293,1.15725,-0.9397,2791.68,0,0.275647,9,0.103156,0.296633,0.0482473,0.323766,17652,421324,0.158151,0.0830056,1.9053,205.208
13015,19612,1585,1121,1004,34,34,34,0,0,0,29.7353,29.8036,30.4005,0.0676716,1.0023,2.177,1749.45,0,0.122521,9,0.0692591,0.133014,0.048916,0.351233,19612,419364,0.0892031,0.0863861,1.03261,54.5144
13079,11531,1243,495,1007,32,30,33,0,0,0,22.7968,24.2167,31.2494,0.337384,1.06228,-2.16169,2213.72,0,0.456163,9,0.0973176,0.559808,0,0.572152,11531,427445,0.19198,0.0568838,3.37495,286.671
13143,8816,1938,1177,1015,34,18,33,0,0,0,17.2803,24.2709,32.0612,0.702202,1.40454,2.80979,608.003,0,0.0965718,9,0.0502276,0.137695,0,0.242754,8816,216448,0.0689661,0.0353926,1.9486,30.831
13207,12730,1711,266,1018,34,32,32,0,0,0,20.0186,29.4096,31.2849,0.73258,1.46912,1.1795,1972.54,0,0.341769,9,0.100944,0.412777,0.0456755,0.344186,12730,426246,0.154952,0.0749935,2.0662,210.605
13271,21342,1291,306,1024,35,34,35,0,0,0,30.018,31.1909,31.2339,0.271648,1.03907,0.459012,2050.18,0,0.139264,9,0.054934,0.339891,0,0.634159,21342,417634,0.0960631,0.0675698,1.42169,186.25
13335,17181,1962,121,1036,34,35,34,0,0,0,25.2861,31.0067,31.0635,0.57875,1.22623,2.79773,840.917,0,0.0498675,9,0.0441067,0.0543168,0,0.099838,17181,421795,0.0489445,0.0308037,1.58891,26.1873
13399,7093,2015,268,1073,30,35,16,0,0,0,13.8532,25.4851,32.8698,0.839357,1.83965,-0.00904513,353.667,0,0.0490446,9,0.046087,0.0540339,0,0.0557827,7093,152963,0.0498614,0.024711,2.01779,18.0781
24,13326,708,365,7,36,39,20,0,0,0,18.4157,31.4672,33.856,0.810863,1.70871,-0.0111575,647.928,0,0.0491732,10,0.0446725,0.0525422,0,0.0550112,13326,283026,0.0486212,0.0422838,1.14988,14.7159
88,17422,732,523,25,34,35,34,0,0,0,25.4529,31.0912,31.152,0.57429,1.22152,3.00404,863.043,0,0.0487617,9,0.0448268,0.0545225,0,0.0547283,17422,340690,0.0495375,0.0368293,1.34505,26.1038
152,17254,71,898,43,34,35,33,0,0,0,25.2729,31.0342,31.1802,0.580364,1.22796,2.70914,881.4,0,0.0505105,9,0.0458041,0.0556541,0,0.0573515,17254,421722,0.0510838,0.032169,1.58798,27.2374
216,17186,781,571,65,34,35,34,0,0,0,25.219,31.0618,31.0923,0.583802,1.23168,1.0967,863.474,0,0.0506391,9,0.0460613,0.0550626,0,0.0933313,17186,421790,0.0502431,0.0322719,1.55687,26.4955
280,5486,692,120,87,25,21,28,0,0,0,14.0774,21.6286,27.0824,0.759189,1.53641,0.703711,441.469,0,0.0972404,9,0.062058,0.193864,0.0426407,0.523365,5486,433490,0.0804719,0.0597377,1.34709,39.9065
344,10047,665,905,101,32,22,32,0,0,0,18.4781,28.3413,29.295,0.758231,1.53378,-3.09557,1553.64,0,0.276933,9,0.100841,0.305583,0.0453411,0.385824,10047,428929,0.154637,0.0668373,2.31363,156.062
408,9951,627,107,111,29,27,32,0,0,0,20.814,25.7215,29.8372,0.587525,1.23578,-1.07508,821.647,0,0.161562,9,0.0636011,0.199599,0.0440552,0.559705,9951,429025,0.0825692,0.0697938,1.18305,57.0314
472,20831,804,754,115,35,33,35,0,0,0,29.7589,30.804,31.1406,0.258263,1.03512,-2.73947,2163.65,0,0.246509,9,0.0527737,0.309724,0,0.404521,20831,418145,0.103867,0.0641492,1.61914,218.625
536,12279,647,948,122,30,27,33,0,0,0,21.6157,27.7567,29.3857,0.627327,1.2841,2.75404,1529.23,0,0.28933,9,0.0862845,0.320449,0.0473729,0.36561,12279,426697,0.12454,0.0766693,1.62438,147.353
600,5305,590,89,127,22,20,31,0,0,0,16.6449,17.6374,26.9384,0.33072,1.05963,2.46245,1092.57,0,0.42345,9,0.127305,0.504308,0.0452897,0.568783,5305,433671,0.205951,0.0780809,2.63766,143.497
664,8428,545,153,132,27,27,30,0,0,0,17.8067,24.3607,28.3002,0.682419,1.36806,-0.753815,1346.18,0,0.215287,9,0.102384,0.337834,0.0440552,0.668107,8428,430548,0.159727,0.0844533,1.89131,143.467
728,10647,351,355,137,31,29,32,0,0,0,21.2975,25.8812,30.3137,0.568194,1.21522,0.298931,695.1,0,0.079392,9,0.0551398,0.108634,0.0446725,0.558779,10647,428329,0.0652859,0.0618162,1.05613,32.4312
792,6173,475,406,140,34,19,30,0,0,0,12.4656,25.2898,30.4229,0.870079,2.02876,-0.76176,1148.61,0,0.354216,9,0.116812,0.439524,0.0451097,0.61613,6173,432803,0.186071,0.0759587,2.44963,177.077
856,8525,380,1094,143,28,30,32,0,0,0,20.7154,23.1671,29.5336,0.447715,1.11835,-1.92748,1398.96,0,0.308104,9,0.10583,0.343492,0.0468585,0.335056,8525,430451,0.164101,0.078989,2.07752,155.433
920,8447,289,474,146,25,30,30,0,0,0,18.935,23.2585,29.6087,0.58071,1.22833,-1.73807,1379.86,0,0.316745,9,0.105007,0.467454,0.0458041,0.625595,8447,430529,0.163355,0.0702982,2.32374,160.031
984,4863,446,30,150,27,19,30,0,0,0,15.0489,18.507,28.1609,0.582059,1.22979,0.717223,1139.91,0,0.383149,9,0.141321,0.470308,0.045084,0.600134,4863,387905,0.234404,0.0869579,2.6956,156.257
1048,8622,618,643,155,28,30,33,0,0,0,21.0194,24.6154,29.6756,0.520416,1.17108,2.96596,1748.08,0,0.449322,9,0.125402,0.482782,0.0464728,0.526143,8622,430354,0.202746,0.0878876,2.30688,228.372
1112,19297,888,385,158,33,33,35,0,0,0,29.1676,29.7147,30.7383,0.191006,1.01876,-0.0989473,2301.92,0,0.523056,9,0.0608492,0.52802,0,0.602834,19297,419679,0.11929,0.070422,1.69393,262.599
1176,10615,828,81,162,28,28,31,0,0,0,23.0075,25.6757,27.3069,0.443893,1.11597,-0.821346,1755.18,0,0.265206,9,0.106705,0.328627,0.0469357,0.623074,10615,428361,0.165348,0.0884934,1.86848,169.924
1240,10978,563,717,167,31,24,34,0,0,0,19.9192,26.4547,29.977,0.658073,1.3281,-0.154523,2480.84,0,0.458041,9,0.138132,0.500707,0.0487617,0.391045,10978,427998,0.225982,0.0785362,2.87743,278.906
1304,10211,839,297,171,30,29,33,0,0,0,21.4992,22.4982,31.0142,0.29468,1.04647,0.296084,1554.65,0,0.377826,9,0.101098,0.48435,0.0491474,0.643057,10211,428765,0.152252,0.0851194,1.78869,179.498
1368,6388,688,244,176,23,21,33,0,0,0,15.9523,18.1159,31.1498,0.473921,1.13563,0.383962,1188.16,0,0.246817,9,0.117249,0.44261,0.0468328,0.568063,6388,432588,0.185998,0.077194,2.40949,147.463
1432,4466,314,109,179,29,17,25,0,0,0,10.4612,23.2487,28.1544,0.893045,2.22238,-1.76838,1004.71,0,0.471054,9,0.136538,0.507137,0.0454955,0.483142,4466,434510,0.22497,0.0720462,3.12258,162.155
1496,13769,759,325,184,33,29,33,0,0,0,24.7721,26.1379,31.0583,0.319021,1.05513,-0.394074,1921.2,0,0.248566,9,0.0945657,0.399172,0.0477587,0.611964,13769,425207,0.139531,0.0868693,1.60622,186.613
1560,13202,426,482,190,33,29,34,0,0,0,22.8738,25.4785,32.4404,0.440468,1.11387,3.08091,2032.54,0,0.200062,9,0.101484,0.425662,0.0481701,0.543142,13202,425774,0.153957,0.100666,1.52939,187.248
1624,20623,896,480,193,35,33,35,0,0,0,29.7307,30.5462,31.1471,0.229525,1.02743,3.10071,2271.45,0,0.272587,9,0.0564,0.395494,0,0.524317,20623,418353,0.110142,0.080644,1.36578,215.316
1688,20427,932,978,196,35,35,35,0,0,0,29.8212,30.553,30.7924,0.217557,1.02454,-2.80312,2809.69,0,0.210503,9,0.0691819,0.313222,0,0.32855,20427,418549,0.137548,0.0816182,1.68527,197.378
1752,11553,340,394,200,32,26,33,0,0,0,20.3892,27.232,32.3452,0.662885,1.33561,-2.88304,2722.91,0,0.283131,9,0.142967,0.531981,0.0480416,0.690019,11553,427423,0.235688,0.0957434,2.46166,316.87
1816,14929,462,827,204,33,31,33,0,0,0,24.5547,28.3268,30.671,0.498588,1.15362,0.118024,2187.31,0,0.332562,9,0.0981663,0.349664,0.0486588,0.402052,14929,424047,0.146514,0.0833112,1.75864,191.253
1880,14813,272,162,208,33,32,32,0,0,0,24.4615,27.6721,31.9174,0.467534,1.13125,1.57364,1871.98,0,0.216521,9,0.0638068,0.518504,0,0.693259,14813,424163,0.126374,0.0621414,2.03365,239.283
1944,13380,319,354,213,33,25,34,0,0,0,21.2251,28.2268,32.3053,0.659221,1.32988,3.07727,2136.68,0,0.302472,9,0.0814752,0.439009,0,0.687678,13380,425596,0.159692,0.0888885,1.79654,266.307
2008,9919,518,312,218,28,19,35,0,0,0,16.9398,24.2466,34.2001,0.715466,1.43134,-3.03805,2281.77,0,0.322815,9,0.139804,0.455778,0.0472443,0.505594,9919,429057,0.23004,0.084183,2.73262,247.872
2072,20761,937,914,222,35,33,35,0,0,0,29.9655,30.6596,31.0072,0.211583,1.02316,-0.794189,3008.56,0,0.228969,9,0.0729882,0.33053,0,0.407402,20761,418215,0.144914,0.0915546,1.58281,219.598
2136,9030,886,50,228,29,28,30,0,0,0,18.0748,26.053,27.9342,0.720194,1.44139,0.823217,1555.52,0,0.258725,9,0.111488,0.363578,0.0492503,0.483476,9030,429946,0.172261,0.0831032,2.07286,167.756
2200,8056,751,17,231,26,27,30,0,0,0,19.3858,22.2268,28.2424,0.489177,1.14655,-1.13803,1404.22,0,0.248335,9,0.112028,0.49847,0.0485816,0.555384,8056,309624,0.174307,0.0861201,2.024,164.487
2264,14755,625,358,235,33,28,34,0,0,0,23.5932,28.6678,30.7602,0.568058,1.21508,3.13968,1967.76,0,0.155235,9,0.0920711,0.287555,0.0500733,0.493969,14755,424221,0.133362,0.0964255,1.38306,153.986
2328,14807,677,787,239,33,28,34,0,0,0,22.4583,29.0572,32.066,0.634531,1.29383,2.53065,2695.96,0,0.27413,9,0.117995,0.405421,0.0534167,0.442713,14807,424169,0.182073,0.104872,1.73615,234.289
2392,16710,313,290,242,34,35,33,0,0,0,24.4069,31.095,31.3454,0.619604,1.27402,3.11087,1002.03,0,0.0634467,9,0.0514106,0.0825296,0,0.638505,16710,422266,0.0599661,0.0486857,1.2317,34.4709
2456,14605,777,547,250,32,30,35,0,0,0,23.7903,27.4737,32.0561,0.500165,1.15483,3.03291,2251.45,0,0.214978,9,0.103773,0.300414,0.051925,0.494201,14605,424371,0.154157,0.0930932,1.65594,172.985
2520,11159,712,260,254,29,28,33,0,0,0,21.5975,24.9948,29.9527,0.50336,1.1573,2.69151,1564.99,0,0.345807,9,0.0957488,0.397474,0.0496104,0.460844,11159,427817,0.140245,0.0892261,1.57179,155.441
2584,16274,526,932,257,34,33,35,0,0,0,24.1308,29.7228,32.8418,0.583852,1.23174,-2.98395,3306.74,0,0.367539,9,0.127511,0.413625,0.0521822,0.428208,16274,422702,0.203192,0.100273,2.02639,268.438
2648,10031,708,154,262,32,31,33,0,0,0,19.2912,23.4139,31.8602,0.566704,1.21371,-2.81871,2395.85,0,0.356223,9,0.146825,0.538436,0.0514621,0.48934,10031,428945,0.238844,0.0890569,2.68193,274.198
2712,11429,339,414,265,32,27,33,0,0,0,22.1668,23.4477,32.988,0.325992,1.05778,-0.0493969,2148.78,0,0.311113,9,0.0954659,0.514415,0,0.568655,11429,427547,0.188011,0.0547328,3.43507,296.709
2776,12889,644,1145,268,33,27,35,0,0,0,20.7445,26.4752,33.8471,0.621334,1.27625,3.12134,2312.02,0,0.296916,9,0.1164,0.317825,0.0517964,0.322146,12889,426087,0.179379,0.0882894,2.03172,194.218
2840,11949,443,57,275,29,31,32,0,0,0,22.3903,27.3879,29.4955,0.575891,1.2232,-1.16927,1818.33,0,0.241108,9,0.100404,0.407736,0.0487102,0.541882,11949,427027,0.152174,0.088443,1.72059,188.041
2904,9008,718,1176,278,30,19,31,0,0,0,18.3856,24.6248,29.3285,0.665236,1.33935,0.165607,1244.09,0,0.196796,9,0.0956974,0.219762,0.0522851,0.340252,9008,227808,0.13811,0.0949743,1.45419,91.5778
2968,10067,823,737,283,32,22,34,0,0,0,17.7244,25.0911,33.7244,0.707813,1.41563,-2.92888,1578.79,0,0.278631,9,0.10565,0.281614,0.0529795,0.349047,10067,428909,0.156828,0.0849984,1.84507,150.481
3032,13197,721,899,287,31,26,33,0,0,0,22.1145,27.423,31.5651,0.591338,1.24004,-3.06628,2011.54,0,0.2614,9,0.104287,0.282077,0.0550626,0.395006,13197,425779,0.152424,0.0959719,1.58822,156.211
3096,15942,1003,389,292,31,33,35,0,0,0,24.421,28.902,32.3623,0.534828,1.18349,-0.367915,2861.57,0,0.356711,9,0.0904508,0.432631,0,0.415091,15942,423034,0.179499,0.0875598,2.05002,312.668
3160,10704,921,496,296,30,27,33,0,0,0,20.63,25.9598,29.8122,0.607016,1.25835,-0.0323315,1676.36,0,0.278168,9,0.105367,0.330016,0.0524908,0.450531,10704,428272,0.156611,0.0899866,1.74038,164.649
3224,13781,924,542,299,30,27,34,0,0,0,23.1129,26.6719,31.3878,0.499065,1.15398,0.0633877,1922.19,0,0.280688,9,0.0970861,0.337088,0.0527223,0.362678,13781,425195,0.139481,0.0911365,1.53047,159.001
3288,16180,1061,148,305,32,33,35,0,0,0,23.3714,29.6556,33.1053,0.615553,1.26888,0.575138,2965.45,0,0.258776,9,0.0929455,0.461899,0,0.409073,16180,422796,0.183279,0.0530071,3.45763,334.956
3352,20948,438,1157,309,34,35,35,0,0,0,29.9975,30.643,31.2437,0.204174,1.02152,-2.76726,3278.82,0,0.219839,9,0.0787748,0.289715,0,0.353599,20948,354492,0.156522,0.0905561,1.72845,212.683
3416,13739,678,358,314,32,30,33,0,0,0,24.0747,26.6611,30.7792,0.429662,1.10743,-0.349268,1788.14,0,0.19767,9,0.0920196,0.288532,0.0535453,0.424144,13739,425237,0.130151,0.0898653,1.44829,147.317
3480,15329,1097,129,323,33,35,32,0,0,0,21.8658,31.4474,32.1893,0.718705,1.4382,-1.55111,1255.6,0,0.151146,9,0.0538024,0.310753,0,0.553815,15329,423647,0.0819105,0.0559073,1.46511,97.3801
3544,10193,876,169,325,29,29,33,0,0,0,21.8048,22.8289,30.49,0.29615,1.04697,-0.750724,1513.67,0,0.306355,9,0.100712,0.418975,0.0507934,0.423964,10193,428783,0.148501,0.0814616,1.82295,164.459
3608,18352,580,1036,328,34,31,33,0,0,0,26.5811,30.9256,31.2426,0.511108,1.16344,2.52036,3903.77,0,0.361906,9,0.133349,0.40375,0.0535195,0.398966,18352,420624,0.212716,0.1138,1.86921,282.253
3672,13410,895,649,333,31,32,33,0,0,0,21.2346,27.6802,32.5553,0.64148,1.30354,-3.01457,2225.2,0,0.287246,9,0.110305,0.313556,0.0538539,0.336677,13410,425566,0.165936,0.0847153,1.95874,180.532
3736,11865,990,695,337,31,25,33,0,0,0,21.3941,25.8037,30.3733,0.559088,1.20611,0.259908,1712.71,0,0.253041,9,0.100378,0.300414,0.0550626,0.339994,11865,427111,0.144349,0.08766,1.6467,145.022
3800,4207,867,4,342,27,12,31,0,0,0,11.114,21.4865,27.2433,0.85583,1.93327,-3.097,895.031,0,0.340174,9,0.133966,0.394568,0.0526965,0.472957,4207,215281,0.212748,0.100887,2.10878,100.93
3864,16181,1016,466,346,32,30,33,0,0,0,25.7016,28.4744,31.0224,0.430433,1.10788,0.00575609,2165.69,0,0.24494,9,0.09454,0.268215,0.0543168,0.49883,16181,422795,0.133841,0.113538,1.17883,149.771
3928,20022,450,397,350,35,33,35,0,0,0,29.5303,29.8086,31.3961,0.136329,1.00942,-2.13219,3482.35,0,0.282617,9,0.0871846,0.485353,0,0.62238,20022,418954,0.173927,0.0729163,2.38529,321.811
3992,12669,842,65,355,33,28,31,0,0,0,23.0214,26.2223,29.6618,0.478784,1.13904,-0.547304,1917.16,0,0.228326,9,0.102847,0.404676,0.0521308,0.48363,12669,426307,0.151327,0.0974882,1.55225,182.499
4056,14989,453,1171,357,33,29,33,0,0,0,24.2874,28.0604,31.6554,0.50084,1.15535,1.45969,891.951,0,0.0590747,9,0.0518221,0.0687961,0,0.328627,14989,273811,0.0595071,0.0543277,1.09534,30.1734
4120,17073,670,722,364,34,31,34,0,0,0,26.0663,29.9204,30.5429,0.490948,1.14786,0.158249,2512.99,0,0.253556,9,0.101921,0.301854,0.0559113,0.396549,17073,421903,0.147191,0.109195,1.34796,164.59
4184,21017,515,1027,368,35,35,35,0,0,0,29.7594,31.0993,31.1386,0.290362,1.04502,2.4783,2504.42,0,0.243294,9,0.0649127,0.283774,0,0.35221,21017,417959,0.119162,0.089163,1.33645,168.924
4248,16593,584,977,372,34,30,34,0,0,0,24.8603,29.9571,31.2481,0.557966,1.20502,-0.804632,2700.23,0,0.217061,9,0.109945,0.312244,0.0560913,0.277139,16593,422383,0.162733,0.0931941,1.74617,189.679
4312,12094,583,333,377,30,30,35,0,0,0,21.105,24.5792,34.0083,0.51256,1.16462,-3.13316,2513.14,0,0.306072,9,0.131626,0.481367,0.0540082,0.532804,12094,426882,0.207801,0.107689,1.92963,239.144
4376,14595,570,421,383,33,28,33,0,0,0,24.2856,27.5245,30.7958,0.470641,1.13337,-3.11774,1953.84,0,0.160481,9,0.0952344,0.274464,0.0560399,0.595607,14595,424381,0.13387,0.101555,1.31821,145.149
4440,16177,1178,145,390,34,35,32,0,0,0,22.5305,32.0862,32.157,0.711994,1.42412,2.59256,1253.66,0,0.122136,9,0.0534938,0.17959,0,0.437955,16177,422799,0.0774968,0.0388499,1.99477,84.0389
4504,20878,561,295,392,35,33,35,0,0,0,29.543,31.0774,31.1689,0.310339,1.05194,-0.0906046,2559.73,0,0.33305,9,0.0616465,0.470488,0,0.702055,20878,418098,0.122604,0.0986634,1.24265,253.589
4568,16275,498,900,394,33,32,33,0,0,0,25.2186,28.8566,32.2183,0.486054,1.14426,-1.69463,2471.26,0,0.272613,9,0.0767945,0.295579,0,0.362549,16275,422701,0.151844,0.0609095,2.49295,222.156
4632,19358,1181,887,400,34,34,35,0,0,0,28.5532,30.2282,30.9505,0.328254,1.05866,0.441337,3872,0,0.410488,9,0.101021,0.449708,0,0.440038,19358,419618,0.200021,0.0770843,2.59484,370.671
4696,12110,767,332,405,32,28,33,0,0,0,22.084,27.0258,29.2285,0.576435,1.22378,0.182263,1937.08,0,0.316617,9,0.107116,0.342463,0.0526965,0.453849,12110,426866,0.159957,0.0943528,1.69531,166.06
4760,13973,1074,455,409,32,28,33,0,0,0,22.3921,29.3182,29.7302,0.645502,1.30931,-2.4642,2982.27,0,0.402001,9,0.135252,0.457295,0.0547026,0.387393,13973,425003,0.213431,0.0927177,2.30195,283.128
4824,14424,956,800,413,31,31,33,0,0,0,25.3236,27.6282,29.1915,0.399839,1.09101,-0.685517,1953.53,0,0.22344,9,0.0962889,0.230126,0.0567343,0.327727,14424,424552,0.135436,0.0869592,1.55747,143.539
4888,14115,958,552,418,34,27,34,0,0,0,22.0563,27.1907,33.0262,0.584807,1.23278,2.63146,2514.25,0,0.234447,9,0.118407,0.366947,0.058226,0.420467,14115,424861,0.178127,0.0986374,1.80587,201.913
4952,18478,594,72,424,34,32,35,0,0,0,27.1842,30.2439,31.4286,0.438291,1.11255,0.0061336,3119.64,0,0.254816,9,0.0856158,0.515547,0,0.535401,18478,420498,0.16883,0.0915276,1.84458,323.426
5016,19129,544,523,427,35,33,34,0,0,0,28.3024,29.5987,31.7851,0.292708,1.0458,2.28893,3649.2,0,0.353316,9,0.0969833,0.501247,0,0.64298,19129,419847,0.190767,0.083838,2.27543,388.301
5080,12880,1032,903,430,30,28,33,0,0,0,23.5822,26.0067,29.5247,0.421622,1.10281,2.35573,1757.71,0,0.2238,9,0.095363,0.23401,0.0537253,0.421547,12880,426096,0.136469,0.0761362,1.79243,134.639
5144,16005,738,921,435,32,32,32,0,0,0,27.2154,28.3461,29.188,0.279618,1.04155,0.359303,2319.69,0,0.247846,9,0.101715,0.27071,0.05694,0.389708,16005,422971,0.144935,0.103142,1.40519,158.462
5208,16855,688,1071,439,33,30,33,0,0,0,25.2556,29.8601,31.1874,0.5335,1.18231,-3.01374,2266.65,0,0.181082,9,0.0955173,0.220302,0.0558342,0.393077,16855,422121,0.13448,0.0865946,1.55298,134.603
5272,3423,846,4,448,23,16,32,0,0,0,11.6925,19.6129,29.2366,0.802862,1.67739,-0.338396,739.711,0,0.355682,9,0.135689,0.422678,0.0536996,0.710876,3423,216065,0.2161,0.101226,2.13482,87.8701
5336,13452,880,998,449,32,29,35,0,0,0,21.8922,27.3045,32.2455,0.59762,1.24723,0.0470208,1876.67,0,0.217241,9,0.098012,0.236453,0.0557313,0.395314,13452,425524,0.139509,0.0951008,1.46696,133.078
5400,7629,1154,112,454,22,23,33,0,0,0,17.8105,20.647,29.1781,0.505855,1.15926,-2.4889,1390.07,0,0.278579,9,0.116529,0.35648,0.0492246,0.49919,7629,431347,0.182209,0.0713458,2.55388,149.275
5464,8301,1170,465,458,27,25,30,0,0,0,19.5521,21.7731,27.8513,0.44001,1.11359,1.84884,1289,0,0.294036,9,0.105727,0.314276,0.0542911,0.397732,8301,430675,0.155283,0.0764868,2.03019,122.389
5528,15324,1269,810,465,33,35,31,0,0,0,23.072,30.7268,31.018,0.660443,1.33178,-1.00494,993.442,0,0.0628295,9,0.0580202,0.0794692,0,0.350719,15324,423652,0.0648293,0.0600996,1.0787,36.3638
5592,17885,1273,178,470,33,33,34,0,0,0,26.1758,30.5901,31.416,0.51748,1.16864,-1.49318,2900.62,0,0.269269,9,0.0812437,0.361649,0,0.490163,17885,421091,0.162182,0.0598396,2.71028,255.931
5656,16300,733,1102,473,34,33,34,0,0,0,26.656,27.1327,31.5756,0.186628,1.01788,0.65708,2066.67,0,0.197027,9,0.0917882,0.210683,0.0562971,0.34681,16300,422676,0.12679,0.0967135,1.31099,123.683
5720,16674,928,991,477,32,33,34,0,0,0,25.0887,28.7167,32.2737,0.486534,1.14461,-1.10538,2794.85,0,0.278142,9,0.11082,0.314199,0.0534938,0.318803,16674,422302,0.167618,0.0997995,1.67954,192.766
5784,13305,899,593,483,31,31,33,0,0,0,23.4055,26.3407,30.385,0.458744,1.12541,-0.338741,1783.17,0,0.286501,9,0.0953116,0.31888,0.0556027,0.393591,13305,425671,0.134023,0.0852812,1.57154,139.293
5848,11464,1044,418,487,29,33,31,0,0,0,21.8923,26.2403,29.3942,0.551309,1.19861,0.832039,1950.39,0,0.295579,9,0.11262,0.359412,0.0535967,0.513052,11464,427512,0.170132,0.0969357,1.7551,171.953
5912,21418,1261,443,493,34,35,35,0,0,0,30.4983,30.9007,31.1341,0.160858,1.01319,-1.22869,2598.08,0,0.294447,9,0.0613121,0.357946,0,0.402361,21418,417558,0.121304,0.0732547,1.65592,215.616
5976,16998,713,972,498,33,33,33,0,0,0,25.8466,29.1221,31.4252,0.460758,1.12673,-3.0837,3600.36,0,0.36651,9,0.135535,0.374997,0.0575316,0.361855,16998,421978,0.21181,0.0979727,2.16193,269.752
