id,size,xpos,ypos,zpos,xsize,ysize,zsize,weightedx,weightedy,weightedz,minaxis,medaxis,majaxis,eccentricity,elongation,orientation,integratedintensty,sigma,seedIntensity,seedScale,minIntensityForeground,maxIntensityForeground,minIntensityBackground,maxIntensityBackground,volumeForeground,volumeBackground,foregroundIntensity,backgroundIntensity,fg/bg ratio,integratedGradientMag
973,12345,395,604,149,29,32,33,0,0,0,22.7672,24.8412,32.1701,0.400016,1.0911,-2.04594,2002.17,0,0.256667,9,0.104827,0.425302,0.0470643,0.465216,12345,426631,0.162185,0.0752314,2.15582,188.752
1037,11582,662,796,154,28,27,33,0,0,0,22.2139,24.2966,30.3174,0.40508,1.09376,0.652475,1489.41,0,0.247975,9,0.0888306,0.327315,0.0474758,0.389528,11582,427394,0.128598,0.0709099,1.81353,147.798
1101,12640,315,968,157,30,28,33,0,0,0,21.3615,26.9231,31.4847,0.608666,1.26036,-3.02697,1601.94,0,0.259676,9,0.0876218,0.310161,0.0475272,0.395777,12640,426336,0.126736,0.0805397,1.57358,140.525
1165,7969,761,543,162,29,23,31,0,0,0,16.712,23.7523,28.7278,0.710604,1.42128,-0.201945,1325.07,0,0.272767,9,0.107656,0.329167,0.0471157,0.516241,7969,431007,0.166278,0.0800759,2.07651,145.804
1229,8998,537,148,166,31,27,31,0,0,0,16.9148,28.1835,28.4644,0.799875,1.6662,-1.55656,1773.91,0,0.292107,9,0.122881,0.446648,0.04745,0.668107,8998,429978,0.197144,0.0890388,2.21414,206.496
1293,14594,594,756,169,32,31,34,0,0,0,23.9155,26.867,32.2963,0.455682,1.12342,-1.03048,2542.05,0,0.344109,9,0.112106,0.365687,0.0488645,0.535555,14594,424382,0.174185,0.0860957,2.02315,229.425
1357,6508,558,308,175,28,18,33,0,0,0,14.5178,21.164,30.0899,0.727635,1.4578,0.327351,1290.28,0,0.331713,9,0.12337,0.461899,0.0467556,0.474835,6508,432468,0.19826,0.083899,2.36308,160.823
1421,9441,611,415,179,31,22,33,0,0,0,17.5853,25.7245,29.8817,0.729855,1.46284,2.97867,1638.17,0,0.320834,9,0.111334,0.404058,0.0480673,0.550446,9441,429535,0.173516,0.0807284,2.14938,181.482
1485,9546,684,629,182,29,23,31,0,0,0,19.6113,23.3011,29.6335,0.540031,1.18815,-2.99677,1494.78,0,0.250289,9,0.103078,0.347993,0.0485302,0.466193,9546,429430,0.156587,0.0850306,1.84154,152.594
1549,8795,511,395,187,32,25,31,0,0,0,19.6819,27.0817,29.5758,0.686891,1.37597,0.0936782,1757.68,0,0.466065,9,0.124065,0.57259,0.0473214,0.542371,8795,430181,0.199851,0.0781284,2.55798,253.56
1613,12725,777,620,191,32,24,33,0,0,0,21.9491,26.7337,30.2595,0.570891,1.21799,2.94765,1616.83,0,0.212509,9,0.0885991,0.320346,0.0494818,0.486151,12725,426251,0.127059,0.0811878,1.56501,146.116
1677,11274,857,375,196,29,26,33,0,0,0,20.1858,26.1583,31.1438,0.636009,1.29587,3.04314,1822.87,0,0.430085,9,0.107502,0.461847,0.0500733,0.567394,11274,427702,0.161688,0.0891113,1.81446,183.464
1741,17300,679,855,199,33,32,35,0,0,0,27.1724,28.7285,30.7782,0.324652,1.05727,2.71551,2030.36,0,0.227812,9,0.083867,0.293342,0.0500219,0.59679,17300,421676,0.117362,0.104809,1.11977,143.37
1805,14555,274,31,204,32,31,34,0,0,0,24.4864,25.9244,32.8764,0.328427,1.05873,1.91327,2369.73,0,0.266903,9,0.0828897,0.551063,0,0.546614,14555,383989,0.162812,0.0613286,2.65475,289.069
1869,12434,773,55,209,29,31,32,0,0,0,23.43,26.4615,28.7605,0.464759,1.12939,-1.16384,1625.9,0,0.36152,9,0.0902194,0.411285,0.0486331,0.539156,12434,426542,0.130762,0.0815982,1.60252,165.872
1933,15303,465,719,213,32,34,34,0,0,0,25.2125,27.3937,32.0201,0.391033,1.08651,-2.292,2574.9,0,0.23311,9,0.109328,0.303706,0.0493275,0.484762,15303,423673,0.168261,0.0939094,1.79173,190.685
1997,16643,280,753,215,34,35,33,0,0,0,24.0532,31.1411,31.6376,0.635143,1.29467,0.432723,1018.67,0,0.0681532,9,0.0531852,0.083867,0,0.434894,16643,422333,0.0612069,0.045423,1.34749,35.3518
2061,6483,867,16,222,26,18,32,0,0,0,15.2763,21.1494,28.088,0.691572,1.38445,-2.78746,1175.67,0,0.261245,9,0.115526,0.362626,0.0481444,0.401049,6483,305421,0.181347,0.074781,2.42504,136.682
2125,20243,916,118,226,35,33,35,0,0,0,29.2826,30.4263,31.1743,0.271604,1.03906,-2.94263,2459.16,0,0.309621,9,0.0616208,0.389348,0,0.483476,20243,418733,0.121482,0.102937,1.18016,221.011
2189,11731,385,342,230,31,25,32,0,0,0,21.5598,26.2034,29.404,0.56835,1.21538,2.78986,1639.13,0,0.147314,9,0.0944629,0.393231,0.0484788,0.648124,11731,427245,0.139727,0.0885933,1.57717,167.674
2253,15988,429,715,234,32,28,33,0,0,0,25.3042,29.1163,30.2625,0.494684,1.15065,3.01825,2038.17,0,0.269347,9,0.0904508,0.334002,0.0525422,0.506262,15988,422988,0.127481,0.101495,1.25604,160.871
2317,14583,825,625,238,32,30,34,0,0,0,24.8454,26.8679,31.2951,0.380639,1.0814,-2.69736,2140.86,0,0.219608,9,0.100944,0.306201,0.0534424,0.456369,14583,424393,0.146805,0.0980434,1.49735,167.462
2381,16210,660,568,243,33,30,33,0,0,0,24.4081,30.2443,30.6889,0.590505,1.23911,0.492876,2118.86,0,0.2059,9,0.0910681,0.296479,0.0504333,0.459095,16210,422766,0.130713,0.0902462,1.4484,155.213
2445,16803,622,902,249,34,33,35,0,0,0,26.4396,29.3923,31.0652,0.436833,1.11168,3.02417,2976.91,0,0.280997,9,0.1155,0.363604,0.0533909,0.506777,16803,422173,0.177165,0.102634,1.72618,224.999
2509,11748,604,729,252,32,23,35,0,0,0,18.8928,26.0917,34.4748,0.689704,1.38104,3.03259,2223.12,0,0.28056,9,0.12157,0.340354,0.0532623,0.394594,11748,427228,0.189233,0.088011,2.15011,204.991
2573,13023,563,391,255,32,27,31,0,0,0,22.7505,26.5327,30.1179,0.514568,1.16625,2.74832,1829.33,0,0.188103,9,0.0977291,0.362781,0.0529537,0.599851,13023,425953,0.140469,0.100657,1.39553,153.948
2637,10831,711,13,262,31,31,32,0,0,0,22.7089,26.1064,30.1879,0.493295,1.14961,-1.18502,2139.35,0,0.383767,9,0.125016,0.466476,0.0499704,0.555384,10831,289521,0.197522,0.0920208,2.14649,241.505
2701,17602,684,899,265,34,31,34,0,0,0,26.0051,29.6574,31.6601,0.480768,1.14045,3.09058,2300.77,0,0.2453,9,0.0924054,0.264692,0.0533395,0.337757,17602,421374,0.13071,0.0877433,1.48969,146.164
2765,16481,1032,209,271,34,34,33,0,0,0,23.7512,30.7329,32.0653,0.634616,1.29395,-1.29306,1878.13,0,0.217113,9,0.057583,0.303886,0,0.371268,16481,422495,0.113957,0.046284,2.46213,197.916
2829,13831,866,1173,273,32,23,33,0,0,0,22.0348,28.6032,31.1904,0.637608,1.29809,-0.123869,1948.29,0,0.23311,9,0.0964432,0.257105,0.0510249,0.343338,13831,269193,0.140863,0.0845625,1.66579,140.655
2893,20544,976,566,278,34,34,35,0,0,0,30.0873,30.4994,30.7215,0.163828,1.0137,-2.98782,2983.24,0,0.266106,9,0.0728596,0.330093,0,0.480956,20544,418432,0.145212,0.0999536,1.45279,223.986
2957,18115,925,829,282,33,33,34,0,0,0,28.9309,29.12,29.8127,0.113781,1.00654,-1.10109,2546.17,0,0.214335,9,0.0986807,0.241185,0.0555513,0.390711,18115,420861,0.140556,0.110118,1.27641,159.174
3021,16726,366,239,285,34,35,33,0,0,0,24.7123,30.9188,31.1243,0.600978,1.25115,-0.489806,1019.36,0,0.0628552,9,0.0530566,0.0826068,0,0.623203,16726,422250,0.0609446,0.059684,1.02112,35.1301
3085,21001,1013,814,291,35,35,35,0,0,0,30.2598,30.6624,31.0359,0.161527,1.01331,1.12918,2592.97,0,0.232287,9,0.0654785,0.266646,0,0.399352,21001,417975,0.123468,0.0996962,1.23844,190.236
3149,7535,850,1179,295,33,13,34,0,0,0,11.7502,31.0235,31.771,0.925499,2.64026,3.1016,662.147,0,0.141527,9,0.0695934,0.150657,0.0510249,0.287401,7535,217729,0.0878761,0.085099,1.03263,35.2125
3213,19408,386,542,298,35,33,35,0,0,0,28.3613,30.5032,31.2186,0.368112,1.07552,-1.65716,2337.21,0,0.286835,9,0.0616722,0.485251,0,0.526965,19408,419568,0.120425,0.0624002,1.92988,239.019
3277,14686,497,508,304,34,29,34,0,0,0,24.3809,27.1329,31.505,0.438822,1.11287,3.00664,3025.96,0,0.371499,9,0.131523,0.443459,0.0546768,0.432734,14686,424290,0.206044,0.0954604,2.15843,270.511
3341,11557,483,1018,308,30,26,33,0,0,0,21.4895,26.1098,29.855,0.56798,1.215,-3.10857,1634.08,0,0.25767,9,0.0962631,0.280122,0.0504848,0.349999,11557,427419,0.141393,0.0794544,1.77955,141.072
3405,18787,403,556,313,34,33,34,0,0,0,27.677,30.5093,31.1333,0.420775,1.10234,-1.75661,2278.78,0,0.342772,9,0.0620065,0.472932,0,0.521745,18787,420189,0.121295,0.0590617,2.05371,252.542
3469,15006,615,566,318,33,31,34,0,0,0,24.3578,27.1572,32.8976,0.442194,1.11493,-0.764678,2975.68,0,0.254173,9,0.126765,0.396266,0.054574,0.40267,15006,423970,0.1983,0.100603,1.97111,231.903
3533,17187,865,1093,323,34,33,35,0,0,0,26.7588,28.5257,31.8211,0.346468,1.06603,-2.16654,2644.9,0,0.30152,9,0.104133,0.31852,0.0541111,0.40519,17187,421789,0.15389,0.101604,1.5146,186.901
3597,15021,755,505,328,29,33,33,0,0,0,25.239,28.3508,29.828,0.455488,1.12329,1.20774,2071.44,0,0.241391,9,0.0964175,0.305301,0.0542396,0.439086,15021,423955,0.137903,0.101405,1.35992,158.231
3661,15749,1111,1087,334,34,35,32,0,0,0,22.2981,31.5219,32.302,0.70683,1.41366,-1.42659,1284.04,0,0.119281,9,0.0533395,0.207443,0,0.369725,15749,423227,0.0815318,0.0505376,1.61329,85.3985
3725,10820,588,16,338,30,28,32,0,0,0,22.4424,24.7009,29.5331,0.417745,1.10064,2.24699,2055.92,0,0.471234,9,0.121338,0.499524,0.0502533,0.594424,10820,312636,0.190011,0.0916063,2.07422,220.67
3789,23139,790,540,341,37,37,37,0,0,0,29.0157,32.4878,34.872,0.449809,1.11966,1.60731,4900.34,0,0.328987,10,0.134635,0.390222,0.0554227,0.401332,23139,569565,0.211778,0.0963205,2.19869,327.834
3853,12801,679,277,346,34,27,33,0,0,0,20.0736,28.5029,32.1733,0.709938,1.41992,-0.40132,2283.55,0,0.282694,9,0.115732,0.337037,0.0518478,0.439987,12801,426175,0.178389,0.0967834,1.84318,189.752
3917,15782,822,717,349,31,31,34,0,0,0,26.7059,26.8391,30.6979,0.0995191,1.00499,-2.98068,1928.71,0,0.213975,9,0.0877761,0.243345,0.0528251,0.353985,15782,423194,0.122209,0.0885253,1.3805,136.912
3981,17323,1082,177,354,33,34,34,0,0,0,26.4323,29.657,31.1503,0.453482,1.122,-2.13739,2442.19,0,0.288995,9,0.0715737,0.475761,0,0.466451,17323,421653,0.14098,0.0780533,1.8062,276
4045,11159,827,90,359,30,30,33,0,0,0,20.9168,26.6459,31.1385,0.619506,1.2739,-2.60856,2066.59,0,0.343235,9,0.118484,0.372013,0.0510763,0.48363,11159,427817,0.185195,0.0978346,1.89294,208.283
4109,11922,714,683,362,32,29,34,0,0,0,20.2398,26.6871,31.9871,0.651775,1.31854,-3.08471,1779.65,0,0.223157,9,0.10349,0.283311,0.0562714,0.396549,11922,427054,0.149274,0.0956741,1.56024,144.907
4173,11764,1050,558,368,32,25,33,0,0,0,21.1135,26.9338,29.3374,0.620882,1.27567,-3.12684,1764.76,0,0.299128,9,0.10439,0.348558,0.0566057,0.36008,11764,427212,0.150014,0.0828131,1.81147,151.617
4237,13238,862,1167,371,32,29,33,0,0,0,22.4799,26.729,31.2598,0.540987,1.18902,-0.423275,1934.4,0,0.26104,9,0.0999666,0.270838,0.052928,0.363166,13238,304442,0.146125,0.0824758,1.77173,153.246
4301,15594,575,727,376,32,30,33,0,0,0,24.9202,28.0821,31.1604,0.46099,1.12688,-2.96286,3198.49,0,0.341126,9,0.132243,0.379986,0.0577116,0.363089,15594,423382,0.20511,0.101995,2.01098,257.004
4365,15784,676,501,382,32,34,33,0,0,0,26.8674,28.3562,29.9459,0.319767,1.05541,-2.80646,2603.12,0,0.281923,9,0.111051,0.369287,0.0564,0.400098,15784,423192,0.164922,0.0981163,1.68088,206.093
4429,12152,1029,307,385,34,26,30,0,0,0,20.0178,27.2334,31.61,0.678016,1.36046,-1.98323,2592.52,0,0.384255,9,0.134609,0.420184,0.0529537,0.414937,12152,426824,0.213341,0.0944984,2.25761,268.264
4493,14684,855,366,392,31,32,33,0,0,0,25.6807,27.6195,29.3712,0.368062,1.0755,-2.62957,2034.61,0,0.260088,9,0.0972919,0.273513,0.0546768,0.419386,14684,424292,0.13856,0.0942664,1.46988,154.259
4557,12734,990,360,395,32,27,35,0,0,0,22.5655,24.0724,33.4764,0.348256,1.06678,-0.156984,2088.56,0,0.385516,9,0.109457,0.401358,0.0542654,0.429622,12734,426242,0.164014,0.0982423,1.66949,186.238
4621,15857,938,489,399,32,32,34,0,0,0,25.7456,28.9676,30.4738,0.45835,1.12515,0.512744,2263.74,0,0.197001,9,0.100301,0.294859,0.0579173,0.403261,15857,423119,0.14276,0.108216,1.31921,155.046
4685,13177,894,473,403,32,28,33,0,0,0,22.7163,27.3902,30.0247,0.558717,1.20575,0.0224905,1777.45,0,0.257902,9,0.0958002,0.305095,0.0556541,0.375948,13177,425799,0.13489,0.103468,1.30369,135.555
4749,10599,1060,1044,408,27,27,32,0,0,0,21.8491,23.8575,28.6345,0.4016,1.09192,2.42867,1592.03,0,0.270195,9,0.10205,0.317825,0.0524651,0.325129,10599,428377,0.150206,0.0727037,2.066,144.902
4813,21152,1180,705,413,35,34,34,0,0,0,30.4016,30.6846,31.0984,0.135503,1.00931,-1.59026,2669.46,0,0.248438,9,0.0702621,0.272356,0,0.331584,21152,417824,0.126204,0.0812289,1.55368,177.099
4877,18345,1209,61,419,34,33,34,0,0,0,26.9435,30.0365,31.6469,0.441983,1.1148,1.34021,2395.31,0,0.174215,9,0.0666358,0.410899,0,0.506237,18345,420631,0.13057,0.0573063,2.27846,263.934
4941,13038,805,532,424,31,30,32,0,0,0,22.8613,28.3022,29.0818,0.589519,1.238,-0.620434,2444.44,0,0.397732,9,0.123061,0.456601,0.057403,0.387496,13038,425938,0.187486,0.0977842,1.91735,217.713
5005,14483,698,821,427,34,30,34,0,0,0,23.4068,29.1226,31.3416,0.594988,1.24419,-0.148332,2652.81,0,0.297791,9,0.120773,0.315742,0.0576602,0.455237,14483,424493,0.183167,0.113016,1.62072,187.967
5069,14084,828,241,430,33,30,33,0,0,0,23.3631,28.2117,31.1232,0.56053,1.20753,-0.189,2371.97,0,0.314688,9,0.112337,0.394363,0.0541625,0.403775,14084,424892,0.168416,0.0994154,1.69406,195.929
5133,15130,1236,45,437,32,35,31,0,0,0,22.4004,30.875,31.5107,0.6882,1.37832,2.88612,1261.93,0,0.136846,9,0.0568629,0.226011,0,0.455623,15130,423846,0.0834057,0.0528134,1.57925,83.2121
5197,16114,708,98,439,33,34,34,0,0,0,26.0461,28.7127,31.1866,0.420851,1.10238,-2.11616,3844.09,0,0.471826,9,0.145976,0.52946,0.0512306,0.647249,16114,422862,0.238557,0.109402,2.18054,345.87
5261,8539,628,161,445,31,33,31,0,0,0,19.5019,25.445,27.8945,0.642323,1.30474,-2.84708,1549.95,0,0.321426,9,0.118561,0.442996,0.0537767,0.638325,8539,430437,0.181514,0.100801,1.80072,183.409
5325,9463,883,439,449,32,26,33,0,0,0,18.5881,23.1845,31.9878,0.597659,1.24727,-2.69844,1568.24,0,0.266106,9,0.111745,0.327007,0.0568372,0.365352,9463,429513,0.165723,0.0966994,1.71379,153.376
5389,16391,1152,727,453,31,33,33,0,0,0,24.7984,29.8081,31.2292,0.554872,1.20202,2.50438,2318.39,0,0.237019,9,0.0998894,0.274747,0.0573515,0.333102,16391,422585,0.141442,0.0954063,1.48253,144.017
5453,13184,1008,1168,458,32,30,33,0,0,0,21.683,29.1315,30.4139,0.667828,1.34352,2.83451,2034.36,0,0.24458,9,0.105162,0.2659,0.0544454,0.303269,13184,292944,0.154306,0.0942634,1.63696,155.361
5517,20368,633,797,462,34,34,33,0,0,0,29.4199,30.7895,30.9736,0.294944,1.04656,0.37216,4171.84,0,0.313839,9,0.10313,0.345061,0,0.484248,20368,418608,0.204823,0.124659,1.64306,250.336
5581,19700,1214,294,468,34,33,35,0,0,0,29.3063,29.9589,30.9493,0.207588,1.02227,-2.96905,2633.23,0,0.333462,9,0.0676131,0.372193,0,0.477741,19700,419276,0.133666,0.0844604,1.58259,256.966
5645,15453,914,337,472,33,34,33,0,0,0,26.8471,28.0722,29.4871,0.292197,1.04563,-2.49685,2345.95,0,0.277371,9,0.105084,0.392537,0.0577887,0.441247,15453,423523,0.151812,0.112068,1.35464,167.956
5709,14481,1072,644,478,30,31,32,0,0,0,25.6645,27.8728,28.5522,0.390096,1.08604,0.905436,1937.37,0,0.211738,9,0.0950544,0.244786,0.0562199,0.496644,14481,424495,0.133787,0.0908059,1.47333,130.776
5773,20497,669,981,481,34,34,35,0,0,0,29.1082,30.8276,31.4059,0.329306,1.05907,-0.587385,3991.07,0,0.329038,9,0.0979863,0.371525,0,0.417457,20497,418479,0.194715,0.106099,1.83521,299.81
5837,15841,1055,928,486,33,32,33,0,0,0,25.7074,27.6715,30.8623,0.37003,1.0764,-1.38072,2011.52,0,0.222617,9,0.0906566,0.234807,0.0528766,0.281331,15841,423135,0.126982,0.0785642,1.61628,135.016
5901,15035,895,419,492,32,28,34,0,0,0,24.6423,28.2464,30.0707,0.488785,1.14626,-2.84098,1962.61,0,0.212406,9,0.0929969,0.261297,0.0548312,0.337551,15035,423941,0.130536,0.0847957,1.53941,145.113
5965,5095,712,1180,498,33,12,34,0,0,0,9.37885,25.7434,33.7609,0.931273,2.74483,-3.05965,407.276,0,0.109585,9,0.0671502,0.119641,0.0539825,0.244786,5095,220169,0.0799363,0.0713327,1.12061,22.2203
6029,14332,897,296,503,33,30,33,0,0,0,24.849,27.5463,31.0005,0.431567,1.10855,-0.135417,2245.5,0,0.308592,9,0.108531,0.333668,0.0585603,0.537459,14332,424644,0.156678,0.121859,1.28572,175.66
6093,16888,1320,91,508,34,35,33,0,0,0,24.6101,30.86,31.4843,0.603351,1.25396,0.269243,1085.04,0,0.0663015,9,0.0558342,0.0936399,0,0.443742,16888,422088,0.0642494,0.0536428,1.19773,39.9609
6157,16377,1326,994,512,33,34,33,0,0,0,24.0164,31.1031,31.3328,0.635433,1.29507,2.34969,1076.83,0,0.0649898,9,0.0557827,0.104647,0,0.32711,16377,422599,0.0657524,0.0434915,1.51184,38.6067
6221,21194,685,737,515,35,34,35,0,0,0,30.334,30.7741,31.146,0.168517,1.01451,3.07145,2590.82,0,0.231155,9,0.0688218,0.268961,0,0.348481,21194,417782,0.122243,0.0856375,1.42745,166.928
6285,20372,712,396,520,35,33,35,0,0,0,29.3831,30.3275,31.3928,0.24762,1.03214,-2.93815,2784.53,0,0.22668,9,0.0685904,0.43348,0,0.662346,20372,418604,0.136684,0.102374,1.33514,290.563
6349,13396,1251,128,525,33,29,33,0,0,0,23.8932,25.9868,30.2252,0.393242,1.08762,-0.867871,1836.99,0,0.371782,9,0.09454,0.403595,0.0503305,0.486202,13396,425580,0.13713,0.0892173,1.53703,163.173
6413,12002,784,399,528,32,27,33,0,0,0,22.1078,25.4986,30.1129,0.498276,1.15338,-2.95502,1827.56,0,0.218733,9,0.106499,0.352931,0.0588432,0.53769,12002,426974,0.152271,0.109108,1.3956,162
6477,17614,916,898,532,34,32,33,0,0,0,27.3056,29.7798,30.0146,0.399074,1.09061,0.0111933,2580.69,0,0.221151,9,0.101844,0.244914,0.057223,0.379446,17614,421362,0.146513,0.0982917,1.4906,139.299
6541,18967,1294,142,538,34,33,35,0,0,0,27.6835,30.1529,31.4786,0.396336,1.0892,-0.318117,2618.17,0,0.311396,9,0.0700049,0.385361,0,0.50261,18967,420009,0.138038,0.0929743,1.48469,267.254
6605,16641,1147,750,543,32,33,33,0,0,0,25.7182,29.2935,31.0069,0.478749,1.13901,-2.32479,2085.2,0,0.214052,9,0.0912481,0.233495,0.0562199,0.346347,16641,422335,0.125305,0.0962753,1.30152,121.305
6669,20712,1344,364,548,35,34,35,0,0,0,29.9563,30.4469,31.1922,0.178798,1.01638,-3.07915,2597.07,0,0.210323,9,0.0633439,0.292004,0,0.476121,20712,418264,0.12539,0.0792735,1.58173,185.896
6733,15766,848,1150,553,28,34,33,0,0,0,24.5559,28.1587,31.9871,0.489411,1.14672,-2.19412,2566.52,0,0.269552,9,0.108171,0.289792,0.0534167,0.310573,15766,400106,0.162788,0.0897852,1.81308,172.146
6797,9935,877,244,557,28,25,31,0,0,0,21.4117,23.7883,27.7163,0.435699,1.111,0.138538,1748.12,0,0.295039,9,0.114703,0.376514,0.0523622,0.672273,9935,429041,0.175956,0.0872352,2.01703,172.928
6861,20883,1350,1108,561,34,34,35,0,0,0,29.8842,30.5242,31.4054,0.203707,1.02142,-3.00508,2762.28,0,0.224185,9,0.0667644,0.242342,0,0.275056,20883,418093,0.132274,0.0818617,1.61583,178.965
6925,14172,1299,260,566,34,29,33,0,0,0,22.6514,27.1596,32.8889,0.55175,1.19903,2.48191,2285.8,0,0.286732,9,0.108299,0.383715,0.0544968,0.439729,14172,424804,0.161289,0.0905814,1.7806,186.17
6989,12897,1047,168,572,34,27,33,0,0,0,20.893,28.5725,31.3481,0.682133,1.36756,0.408092,2510.74,0,0.380732,9,0.12373,0.449322,0.0515907,0.706273,12897,426079,0.194677,0.0921607,2.11237,225.682
7053,12440,1159,419,574,32,30,31,0,0,0,22.8552,27.0394,28.3442,0.534363,1.18308,1.96062,1993.1,0,0.270015,9,0.107476,0.277782,0.0535453,0.360132,12440,426536,0.160217,0.0895139,1.78985,148.54
7117,18519,944,1156,580,33,33,34,0,0,0,28.1615,29.6262,30.561,0.310541,1.05201,-2.23575,2029.66,0,0.189852,9,0.0815781,0.199136,0.0523108,0.344289,18519,362697,0.109599,0.0800602,1.36896,111
7181,14060,1187,572,585,31,33,33,0,0,0,24.645,27.2841,29.9051,0.429062,1.10708,-1.21921,1899.89,0,0.242728,9,0.0959288,0.29365,0.0560656,0.364092,14060,424916,0.135127,0.0892321,1.51433,139.972
7245,21211,761,89,590,35,35,35,0,0,0,30.3456,30.6618,31.2359,0.143245,1.01042,-2.89456,2244.54,0,0.207469,9,0.0557313,0.418821,0,0.607926,21211,417765,0.105819,0.0744982,1.42043,213.449
7309,14111,1319,606,594,30,34,33,0,0,0,22.3982,27.562,32.6307,0.582755,1.23055,-0.746093,2199.88,0,0.240645,9,0.107888,0.293316,0.0591518,0.412031,14111,424865,0.155898,0.108103,1.44213,150.842
7373,20814,1423,1168,598,35,32,35,0,0,0,30.0051,30.5023,31.2634,0.179819,1.01657,3.03639,2387.89,0,0.164802,9,0.0611321,0.199264,0,0.285703,20814,291090,0.114725,0.0708652,1.61892,145.157
7437,16469,1441,760,606,34,34,33,0,0,0,23.2029,31.5826,32.1056,0.67842,1.36115,-1.29922,2158.03,0,0.240619,9,0.0703649,0.314688,0,0.309107,16469,422507,0.131036,0.0558531,2.34608,167.127
7501,13119,999,677,610,30,30,34,0,0,0,24.8418,25.6407,29.5014,0.247676,1.03216,-0.00891587,1840.64,0,0.270735,9,0.0982177,0.27611,0.0554227,0.439447,13119,425857,0.140303,0.085731,1.63655,144.252
7565,19828,771,446,614,34,33,35,0,0,0,29.4504,30.1431,30.8619,0.213153,1.02352,2.10891,2930.04,0,0.289561,9,0.0749171,0.438701,0,0.601034,19828,419148,0.147772,0.0832782,1.77444,264.779
7629,2476,1331,2,620,28,7,29,0,0,0,6.19865,23.8152,26.6778,0.965533,3.842,0.0153759,336.354,0,0.277499,9,0.0946943,0.311653,0.0526451,0.502302,2476,217012,0.135846,0.094977,1.4303,44.0178
7693,17111,1332,1071,622,33,34,34,0,0,0,25.4004,30.0854,31.3628,0.535906,1.18444,-2.25251,2167.01,0,0.205977,9,0.0912224,0.208317,0.0552941,0.275056,17111,421865,0.126644,0.0928484,1.36399,111.463
7757,14449,1144,841,628,31,30,33,0,0,0,25.3126,27.5905,29.093,0.397876,1.08999,1.26939,2028.92,0,0.239488,9,0.0999923,0.278502,0.0576087,0.323869,14449,424527,0.140419,0.0996623,1.40895,136.973
7821,17309,899,901,631,30,34,33,0,0,0,27.0075,29.4995,30.0923,0.402264,1.09227,1.58431,3075.37,0,0.337885,9,0.117866,0.36152,0.0562714,0.39372,17309,421667,0.177675,0.102705,1.72995,212.212
7885,16368,1090,1055,637,34,32,33,0,0,0,26.8686,27.6512,31.4771,0.236234,1.02913,-0.260581,2181.59,0,0.250984,9,0.0930484,0.261888,0.0527737,0.301649,16368,422608,0.133284,0.0872859,1.52698,156.257
7949,15983,1277,449,643,33,33,33,0,0,0,26.8292,28.6112,29.1023,0.347395,1.06642,2.95495,2112.57,0,0.189543,9,0.0943086,0.231386,0.0556027,0.389888,15983,422993,0.132176,0.0898326,1.47136,140.229
8013,15332,1348,363,646,30,28,34,0,0,0,24.302,27.8393,31.5105,0.487827,1.14555,2.86218,1999.1,0,0.19821,9,0.0936656,0.265643,0.0556027,0.34272,15332,423644,0.130387,0.087566,1.48902,133.535
8077,16945,1076,1038,649,33,34,33,0,0,0,26.6359,29.5385,30.1085,0.432284,1.10897,-1.707,1889.66,0,0.206157,9,0.0825039,0.219196,0.0528509,0.301649,16945,422031,0.111518,0.0856769,1.30161,107.562
8141,12453,1095,234,655,32,27,33,0,0,0,21.9081,27.407,29.223,0.600849,1.251,3.1059,1795.86,0,0.294087,9,0.0980891,0.425173,0.0519507,0.437621,12453,426523,0.144212,0.080161,1.79902,169.591
8205,12352,1317,113,662,30,30,32,0,0,0,21.5676,27.8656,29.419,0.633201,1.29201,-1.30848,1830.11,0,0.208574,9,0.101072,0.331019,0.0528251,0.474938,12352,426624,0.148163,0.096873,1.52946,158.911
8269,17236,1391,1077,666,33,33,33,0,0,0,25.7466,29.2755,31.7892,0.475973,1.13706,1.58253,2693.72,0,0.242111,9,0.106859,0.253941,0.0566057,0.362806,17236,421740,0.156285,0.09846,1.58729,169.327
8333,15509,1353,802,672,31,31,33,0,0,0,25.4589,27.8466,30.9995,0.405136,1.09379,-2.54485,2536.28,0,0.300234,9,0.111926,0.319523,0.0595633,0.336419,15509,423467,0.163536,0.114642,1.42649,178.476
8397,16093,1325,415,676,30,34,33,0,0,0,24.9506,28.5125,31.8932,0.483982,1.14276,-0.772298,2397.93,0,0.223774,9,0.103413,0.289921,0.0566057,0.471594,16093,422883,0.149005,0.0896205,1.66262,158.308
8461,14618,1228,555,681,33,32,33,0,0,0,25.5217,26.1333,31.9175,0.215073,1.02396,-0.876237,2682.09,0,0.345549,9,0.121261,0.370033,0.0584317,0.369545,14618,424358,0.183479,0.109816,1.67078,189.61
8525,12513,1359,174,685,33,32,32,0,0,0,20.708,28.6518,30.7325,0.691112,1.38361,-2.74012,2342.34,0,0.352828,9,0.121956,0.371833,0.0556541,0.516678,12513,426463,0.187193,0.0998849,1.87409,199.934
8589,15648,1106,1123,689,33,31,33,0,0,0,26.5833,26.8395,30.9049,0.137824,1.00964,-2.68566,2420.14,0,0.272638,9,0.103593,0.323586,0.0520022,0.27521,15648,423328,0.154661,0.0800963,1.93094,174.048
